CDS_Id,Name,emp_n,emp_exceed_abs_z_gt_2,emp_exceed_abs_z_gt_3,smw_oot_n,smw_oot_exceed_abs_z_gt_2,smw_oot_exceed_abs_z_gt_3
572,Banco Espirito Santo,2166,0.04524469067405355,0.002770083102493075,434,0.04608294930875576,0.020737327188940093
573,Glencore,2165,0.045265588914549654,0.002771362586605081,433,0.053117782909930716,0.011547344110854504
574,Sanpaolo IMI,2165,0.045265588914549654,0.002771362586605081,433,0.011547344110854504,0.004618937644341801
575,Standard Chartered Bank,2179,0.04589261128958238,0.0027535566773749425,436,0.0389908256880734,0.011467889908256881
586,BP,2166,0.04524469067405355,0.002770083102493075,434,0.055299539170506916,0.009216589861751152
587,Intesa San Paolo,2165,0.045265588914549654,0.002771362586605081,433,0.011547344110854504,0.004618937644341801
909,Sanofi-Aventis,2169,0.045182111572153065,0.0027662517289073307,434,0.3986175115207373,0.3986175115207373
919,Clariant,2166,0.04524469067405355,0.002770083102493075,434,0.059907834101382486,0.0069124423963133645
922,Credit Suisse,2179,0.04589261128958238,0.0027535566773749425,436,0.022935779816513763,0.0045871559633027525
1015,Centrica,2166,0.04478301015697138,0.002770083102493075,434,0.03456221198156682,0.004608294930875576
1017,Banca Popolare,2166,0.04524469067405355,0.002770083102493075,434,0.0069124423963133645,0.0
1025,Ciba,2166,0.04524469067405355,0.002770083102493075,434,0.14285714285714285,0.059907834101382486
1046,Wendel Investissement,2183,0.04580852038479157,0.002748511223087494,437,0.11441647597254005,0.02745995423340961
1048,Telekom Austria,2165,0.045265588914549654,0.002771362586605081,433,0.06466512702078522,0.004618937644341801
1052,BNP Paribas,2166,0.04524469067405355,0.002770083102493075,434,0.029953917050691243,0.002304147465437788
1095,Gecina,2165,0.045265588914549654,0.002771362586605081,433,0.34872979214780603,0.3464203233256351
1115,Lanxess,2165,0.045265588914549654,0.002771362586605081,433,0.21709006928406466,0.02771362586605081
1118,ITV PLC,2165,0.045265588914549654,0.002771362586605081,433,0.04387990762124711,0.013856812933025405
1138,Next PLC,2165,0.045265588914549654,0.002771362586605081,433,0.02771362586605081,0.004618937644341801
1141,Credit Agricole,2180,0.0463302752293578,0.0027522935779816515,436,0.027522935779816515,0.0022935779816513763
1161,Unibail,2166,0.04524469067405355,0.002770083102493075,434,0.14516129032258066,0.06912442396313365
1162,Swedish Match,2165,0.045265588914549654,0.0023094688221709007,433,0.4295612009237875,0.40877598152424943
1345,UBS,2165,0.045265588914549654,0.002771362586605081,433,0.03464203233256351,0.011547344110854504
1370,Japan Tobacco,2129,0.04462188821042743,0.0028182245185533112,426,0.27230046948356806,0.19483568075117372
1408,Rentokil Initial,2165,0.045265588914549654,0.002771362586605081,433,0.45265588914549654,0.45265588914549654
1506,Xstrata,2166,0.04524469067405355,0.002770083102493075,434,0.06221198156682028,0.02304147465437788
1507,Sabmiller,2160,0.04537037037037037,0.002777777777777778,432,0.48148148148148145,0.48148148148148145
1903,Carlsberg,2179,0.045433685176686556,0.0027535566773749425,436,0.11926605504587157,0.03669724770642202
2576,Royal Dutch Shell,2179,0.04589261128958238,0.0027535566773749425,436,0.694954128440367,0.6857798165137615
2611,Anheuser-Busch,952,0.046218487394957986,0.0021008403361344537,191,0.6910994764397905,0.6910994764397905
2615,Brisa,957,0.04597701149425287,0.0020898641588296763,192,0.14583333333333334,0.020833333333333332
2894,ING Bank,437,0.04576659038901602,0.004576659038901602,88,0.10227272727272728,0.0
2895,Lloyds TSB Group,436,0.045871559633027525,0.0045871559633027525,88,0.03409090909090909,0.011363636363636364
2897,Societe Generale,436,0.045871559633027525,0.0045871559633027525,88,0.045454545454545456,0.0
2899,BBVA,438,0.045662100456621,0.0045662100456621,88,0.022727272727272728,0.011363636363636364
2900,Banco Santander,437,0.04576659038901602,0.004576659038901602,88,0.022727272727272728,0.011363636363636364
2901,Commerzbank,438,0.045662100456621,0.0045662100456621,88,0.022727272727272728,0.0
2902,Deutsche Bank,437,0.04576659038901602,0.004576659038901602,88,0.022727272727272728,0.0
2903,HSBC Bank,437,0.04576659038901602,0.004576659038901602,88,0.011363636363636364,0.0
2904,Royal Bank of Scotland,436,0.045871559633027525,0.0045871559633027525,88,0.045454545454545456,0.011363636363636364
2905,Unicredito Italiano,436,0.045871559633027525,0.0045871559633027525,88,0.03409090909090909,0.0
2906,Barclays,438,0.045662100456621,0.0045662100456621,88,0.045454545454545456,0.011363636363636364
2907,Standard Chartered Bank,436,0.045871559633027525,0.0045871559633027525,88,0.022727272727272728,0.0
2908,Intesa San Paolo,438,0.045662100456621,0.0045662100456621,88,0.022727272727272728,0.0
2909,Credit Suisse,437,0.04576659038901602,0.004576659038901602,88,0.125,0.03409090909090909
2910,BNP Paribas,438,0.045662100456621,0.0045662100456621,88,0.045454545454545456,0.011363636363636364
2911,Credit Agricole,438,0.045662100456621,0.0045662100456621,88,0.045454545454545456,0.0
2912,UBS,436,0.045871559633027525,0.0045871559633027525,88,0.32954545454545453,0.011363636363636364
2924,Danske Bank,429,0.046620046620046623,0.004662004662004662,86,0.7558139534883721,0.7558139534883721
2927,Mediobanca - Banca di Credito Finanziario,427,0.0468384074941452,0.00468384074941452,86,0.03488372093023256,0.011627906976744186
2930,Svenska Handelsbanken,427,0.0468384074941452,0.00468384074941452,86,0.7558139534883721,0.7558139534883721
3082,Rabobank,428,0.04672897196261682,0.004672897196261682,86,0.7558139534883721,0.7558139534883721
3122,Bayerische Landesbank,374,0.0481283422459893,0.0053475935828877,75,0.5866666666666667,0.5866666666666667
