,c,chi,OOT_mean,OOT_std,KS_stat,KS_p,n_train,n_oot
2906,0.9234090038712761,0.047221176413458014,0.02343931464701637,1.2047385082612763,0.1563132999825277,0.024119501259997844,350.0,88.0
2903,0.6887402267936368,0.053495055322472895,0.006416170105179243,1.0979157157969577,0.16519254955724316,0.014439128793678147,349.0,88.0
2902,0.917566657680328,0.07518989698321432,0.03108819555925072,0.944022822688142,0.1011376860851303,0.3079703377809552,349.0,88.0
2899,1.0330666428615911,0.048383581788922284,-0.011667159938551002,1.1291281669456903,0.13068583593587263,0.09034434291175275,350.0,88.0
2908,0.9791822272209303,0.07692430369951098,0.014554733046305744,0.9566198275002754,0.12739143342714299,0.10523358678769412,350.0,88.0
2911,0.664972652458695,0.03155131704431456,-0.04986661962582994,1.287673655366473,0.1951967726544135,0.002060209665348256,350.0,88.0
2895,0.8015252862071676,0.037931371815735644,0.04454951234873476,1.3035252668335942,0.15297721851258222,0.02903169638952463,348.0,88.0
2900,0.959681740281486,0.0496469317368579,0.0035595066914347077,1.128133495788652,0.14072888749229823,0.05538932740647595,349.0,88.0
2907,0.8790240173969921,0.0759431310000565,-0.02762106124585723,0.9065287972011652,0.1258149204112916,0.1130464489936509,348.0,88.0
2904,1.122824639939095,0.0505396539738686,0.05589975348114729,1.1760835173282136,0.09204880478963606,0.4198560723125785,348.0,88.0
2910,0.9149522941441557,0.0426562048796758,-0.0460800606934761,1.157980521796805,0.14979759345424004,0.03451195509184968,350.0,88.0
2909,1.2636364486351417,0.03459553420421717,0.023510085982789263,1.4897004171183301,0.08254037164657213,0.5582980488595144,349.0,88.0
2894,0.4986552267474906,0.015699102598429094,0.10555946716131553,1.46953430520748,0.20705231134614166,0.0008710102173110634,349.0,88.0
3082,2.833336501443886,0.001787465190577599,19.43436360788261,236.09723134182533,0.27884281810174116,2.0955848853497916e-06,342.0,86.0
2930,1.3898355408804037,0.0008771631327338069,-0.23134010300098434,17.53233483023879,0.12481811018964173,0.1258532605976569,341.0,86.0
2927,0.7791805704812834,0.03221070760090482,-0.0158370378001037,1.2658673206211646,0.13487626070796188,0.07959694718180788,341.0,86.0
2924,2.606923191284085,0.0015302193920813732,9.21189918619857,192.46081594228724,0.24645791142591877,4.364362797296316e-05,343.0,86.0
3122,1.1074868099809951,0.0005501844798929352,0.49448363495600545,11.583031850862287,0.19868297889531783,0.004529633062368199,299.0,75.0
