,c,chi,OOT_mean,OOT_std,KS_stat,KS_p,n_train,n_oot
59,1.5,0.000623753337362698,0.3056928409287845,9.195160585005,0.2867292953412496,4.447055355677598e-32,1732.0,434.0
70,1.4074741822060703,0.04862181158670608,0.026362884744471366,1.0771736795930573,0.1539639625076099,1.8928274442425533e-09,1732.0,434.0
211,1.1067093245207937,0.034835038712285576,0.058467423046280206,1.0191610788805112,0.12333594146959714,3.3689583775272407e-06,1732.0,433.0
557,1.4415878362154977,0.06132425625777597,0.05173907935267432,0.9209715612547812,0.0952007607476913,0.0007107411618703749,1736.0,434.0
245,1.4841003754387962,0.05261665426839625,0.030347928587950487,1.1098653312584728,0.15430779421082041,1.8089926126301436e-09,1732.0,433.0
2,0.8086128834948071,0.024211192140715983,-0.011285019334903012,1.137878799067995,0.1481172502273792,8.936397515681233e-09,1732.0,434.0
281,0.9502403733346398,0.033294423920466346,-0.039628288523988885,1.0460830217992616,0.15299002437630083,2.580333161187406e-09,1732.0,433.0
197,1.4779340054738341,0.0516407513177641,-0.006132663762633974,0.9605592457742276,0.13155077617628275,5.397982048109241e-07,1732.0,433.0
199,1.5368799605457957,0.04992702929164239,0.06985935008443053,1.0817342863010422,0.09171867309882947,0.0012771380577565568,1732.0,433.0
147,1.4670404958402352,0.040005032536861634,-0.020499348380979207,0.8787119231820227,0.1452604493272449,1.9465909020497772e-08,1732.0,433.0
75,1.060772108331164,0.04973542365341081,-0.02433102526082924,0.8438407449432027,0.1630393052471516,1.5070276390996927e-10,1732.0,434.0
61,1.3079429776573246,0.04936971879263458,0.06390440399166224,0.9157316550706981,0.10195107033844225,0.00022188654550652629,1732.0,434.0
560,1.7969140690583463,0.05943274971998534,0.07507167916872434,0.8997288507342951,0.13823869014751444,1.0709488275597226e-07,1732.0,434.0
277,1.7102389753771785,0.0033809243015375983,-0.020816324260824443,4.007985246076413,0.4526215039970696,1.5820768043125627e-81,1731.0,433.0
38,0.5225642726279596,0.0411204621908291,0.04183414083462792,0.6810098476427647,0.26642693144352453,1.094338510968893e-27,1732.0,434.0
108,1.0469735316729099,0.0315182202061894,0.0044007742352482,1.0479367647842677,0.1527997009157871,2.2505889826241658e-09,1747.0,437.0
274,1.0812561357502999,0.04250951025755014,-0.017669365265518266,0.8839034577532805,0.14460561758803125,2.2987780142965354e-08,1732.0,433.0
90,1.3914825614644064,0.052507274491983516,0.027241418277430582,0.8183432884525804,0.13251733897457257,4.1680679778104825e-07,1732.0,434.0
107,1.3395399717404795,0.05553526345693721,0.03423468483403867,0.7975196763195137,0.11485017206964793,1.8202753219811307e-05,1744.0,436.0
570,1.5521793707274827,0.06166499500951899,0.04883924011907298,0.9699222068665284,0.1418111999235363,4.450660008196061e-08,1732.0,434.0
553,1.166519801320217,0.026785622837211955,-0.008607353018375672,0.7953966573658474,0.36216746591614224,1.666378336112016e-51,1732.0,434.0
127,0.898197346378855,0.024243557223045328,0.007393136319873685,1.283916470127691,0.09387502360355515,0.0008392890524462672,1747.0,437.0
186,1.413147064659462,0.04644898127546386,-0.0001948132926073521,0.7560047890876724,0.21569954169097505,3.3266806104701445e-18,1733.0,434.0
572,1.3015189709560064,0.05449066734244923,0.04443873585280945,0.9829125569881483,0.23932446597553608,2.328645499297411e-22,1732.0,434.0
555,1.562858754228208,0.06601872331044052,0.0498189901652109,0.8492749043281826,0.11165063209542064,3.6197295575799106e-05,1732.0,434.0
162,1.296410825652932,0.045405075518923206,-0.010217394377662262,0.8875204606094521,0.1243772466449038,2.688796748223208e-06,1732.0,433.0
84,1.3370830937451275,0.04913128978448152,0.039333110791309245,1.0346003437742843,0.05674269558458034,0.1153795930997682,1747.0,437.0
188,1.5038888978680764,0.049209595130050965,0.37031292217621703,2.8542507511470645,0.22156723392984623,9.191108597082885e-19,1692.0,424.0
554,1.6328148296646514,0.061642680632293376,0.05093240858407368,0.8823391079046945,0.12065310777891503,5.798359480893583e-06,1732.0,434.0
169,1.545508773900751,0.06032989509440808,0.02371905177179055,1.0058792582922578,0.16607721832906203,6.249979550847713e-11,1735.0,434.0
569,1.5,0.00020680384655169526,5.241321654188549,119.12304063425098,0.4490501023361134,1.386176529073804e-75,1629.0,408.0
575,1.4031259305482924,0.046583113679997436,0.04451858269348636,1.0729381927506603,0.12130636871584477,4.759052130786317e-06,1743.0,436.0
49,1.1189175270507201,0.02705712376413079,-0.03842131303486833,1.102187651202304,0.18258384988381493,3.9126761170384087e-13,1732.0,434.0
1345,1.6648590719372818,0.054145049770264894,0.03546720795303905,1.0038480023695422,0.17397306260002926,6.238246537061763e-12,1732.0,433.0
154,1.6276105119833708,0.05107360074465168,0.05208074152575126,1.171184638612579,0.15010470610973814,5.5550031523451126e-09,1731.0,433.0
135,1.0903690536440718,0.05408851822407672,0.01935475408946279,0.9301195892433942,0.14567634953887365,1.5405287264231015e-08,1744.0,436.0
172,2.720363861857678,0.0034188792267950325,1.4639705675616645,38.34824009999895,0.32620679698274857,1.5842733558537321e-41,1732.0,433.0
171,1.2583000968169704,0.03397910268155641,0.020329447672626153,1.0362431633250855,0.19980672560500745,1.1596787159608195e-15,1732.0,434.0
179,0.8385819024194099,0.021687431264055045,0.017353893513887105,1.1423769487799402,0.15502085394539594,1.4907821505195997e-09,1732.0,433.0
278,1.3478140966273104,0.05025416828442557,0.024454093072197865,0.7853715339415615,0.14894231711016792,7.533854693327463e-09,1732.0,433.0
85,0.7543547783501133,0.10017603844689638,-0.029834865163578368,0.612195579792451,0.16028906042483804,3.2957118561310424e-10,1732.0,434.0
68,1.569794257235772,0.05562385065019853,0.004950011890488363,0.7678385769113056,0.1779248202591308,1.722185208682696e-12,1732.0,434.0
52,0.8194800518064537,0.0246497209002456,0.016751971238548453,1.0356370521658576,0.16543899386071848,7.52976452334522e-11,1732.0,434.0
112,1.5,0.0002282583884958278,0.5078956222605185,40.54439789774975,0.2816349823040265,6.059633419984329e-31,1732.0,434.0
240,1.3396072071696057,0.04764105367617974,-0.008640421000843397,1.0255769373907941,0.08551419834726826,0.0033331876392466756,1732.0,433.0
164,1.2247618993951583,0.05526039222822782,-0.012191906592644085,0.8037355383109407,0.17523019733078138,4.240107988400937e-12,1732.0,433.0
12,2.296153565445397,0.002470643415658527,1.2168233206284624,25.779812803310076,0.29704002785945643,1.9267012436155953e-34,1732.0,434.0
230,2.617527444592755,0.002503836060241288,0.5927256809744822,33.46350416121041,0.29118934863867996,5.1523486382004085e-33,1732.0,433.0
159,1.366995865240849,0.040036702001114324,0.0044073294001736145,0.9032535121296938,0.15721148107539862,8.181125833947788e-10,1732.0,433.0
563,1.3140539759825212,0.0523260438613818,0.05434724030148566,1.0077363112208855,0.14128034849826088,4.68688930080864e-08,1743.0,436.0
173,1.3890842356844255,0.028897349445780443,-0.010119822335293772,1.237325558404996,0.1103920818782238,4.73730133438358e-05,1732.0,433.0
153,0.8080257507656549,0.06312447456381302,-1.2720826006995867e-05,0.7529897463407276,0.17905633193995207,1.286449280805657e-12,1732.0,433.0
183,1.584449442807697,0.04825751844068535,-0.0003641067255236229,1.0278465312046767,0.05650790723226018,0.12116810640581699,1732.0,433.0
54,1.4967608132105574,0.050277878642501,0.009447317765841306,0.7421813198094411,0.18354715189596382,2.865941987587442e-13,1732.0,434.0
267,1.5,5.601770163771169e-05,-0.4081189893657058,63.51481006286231,0.3373372545139286,9.920312178526853e-43,1662.0,416.0
80,1.7043386014258215,0.0019600080146851234,-0.23058653668390253,11.33976257062402,0.26010112509632544,1.4385185877727434e-26,1747.0,437.0
279,1.6877062735561512,0.04773466450009235,0.011847408924736525,0.8820197045469794,0.15174035519687756,3.6032870479985676e-09,1732.0,433.0
196,0.6923218739428976,0.020536017944529816,-0.039503183104783825,1.1624159843077841,0.1400247554815529,7.20205987732209e-08,1732.0,433.0
275,1.111766847610031,0.06055302987557363,-0.03199920973101188,0.7042299939271299,0.18781369335178444,7.594551681109036e-14,1732.0,433.0
270,1.6054135577287394,0.055210435750489735,-0.03301744879226178,0.9628361268516624,0.1244537805992546,2.6443985199927386e-06,1732.0,433.0
273,0.8250437204554042,0.023541902051255715,-0.0013240141390358172,1.1883385560528017,0.1485162486043473,8.41901092943222e-09,1732.0,433.0
45,1.3562903478702293,0.050333335073934365,0.01557069582218699,1.0147712374911362,0.16023247932041296,3.3487179197051763e-10,1732.0,434.0
76,1.1370222841956428,0.017311240147633168,-0.008631458698275592,1.4953152307662136,0.18650460919868062,1.0904110340683234e-13,1732.0,434.0
165,0.8470504384371733,0.0019843816128318993,-0.06375912350903015,2.386210622314099,0.23719725682670623,6.445599190421328e-22,1732.0,433.0
909,1.3682290491581768,0.0024441618672077317,0.056437226550716195,6.213387244994539,0.2545857496578765,2.763327987652438e-25,1735.0,434.0
19,1.5,0.00015283509093677594,0.7284905181192288,28.35680701625033,0.35724215229396217,2.0020507751477149e-50,1747.0,437.0
25,1.3769123314809966,0.05330842513146557,0.04486902370182573,1.0206123683456487,0.05690235085132911,0.11577950427960049,1732.0,434.0
71,1.0532148179623102,0.017515080453839864,-0.02303546911127097,1.3354624449605996,0.20428494822608467,2.540890461336733e-16,1730.0,433.0
261,1.3017748068474102,0.031534241623711046,0.027147846628953556,1.3084128449001684,0.1486936999081957,8.03869055703628e-09,1732.0,433.0
92,1.0912321753653724,0.027433527398145856,0.030033174882065514,1.2843722106088484,0.12267076691402123,3.771437257416068e-06,1732.0,434.0
134,1.0450915326952626,0.025534127667442657,0.023055249283735254,1.0144746564629048,0.17773242308175774,1.829323147168602e-12,1732.0,434.0
252,0.7990979295067097,0.010708439031694392,-0.00251373141117743,1.5370734694388593,0.16334765521432115,1.455351369576866e-10,1732.0,433.0
39,1.2425005887340848,0.02753262689056759,0.028555443436956623,1.2353588124123245,0.23495265179357405,1.4794407667182079e-21,1732.0,434.0
253,0.9277514289262658,0.18315840038751108,-0.012479489749336718,0.46076024364431134,0.17257116410123174,9.563073525778233e-12,1731.0,433.0
34,1.843041185049042,0.0540738925052019,0.04414927945931287,1.0471630371749132,0.13622477190949145,1.7393685514695125e-07,1736.0,434.0
128,1.1081252265393915,0.06787903715917547,0.01895584845908208,0.8064350905132921,0.14914498171743262,6.832857211665469e-09,1732.0,434.0
43,1.2525813921981759,0.06602447303865239,-0.00394991788598853,0.6724496943511429,0.19048882186909533,2.892553544418079e-14,1732.0,434.0
574,1.5237789483796667,0.06966917376963479,0.04083236066823105,0.8399839166775819,0.10795806183020906,7.535179129076558e-05,1732.0,433.0
126,2.0296206706931224,0.0036850582368354824,0.19506680615499766,10.261401428817564,0.3676461982636713,4.107007374430707e-53,1732.0,434.0
73,0.6575078366273222,0.004686645751428817,-0.07588450133085663,1.207630726721733,0.18462536961709874,2.0186599686736316e-13,1732.0,434.0
145,1.2895948644603192,0.03545810361273353,0.002314918058579182,0.8985882962897197,0.21551037041167753,2.6987120450039804e-18,1746.0,437.0
120,2.054951030396078,0.006688625293276551,0.16817857107756456,4.23799134761297,0.3902439530614532,6.662356938221862e-60,1731.0,433.0
29,1.5730242953872724,0.001845877354097515,0.4071437596973329,9.346695604120569,0.2796993113512585,1.6133629416725576e-30,1732.0,434.0
200,1.5,0.0002654280073293158,1.0880700596648154,37.44361558383752,0.32337315576430914,8.474322468270027e-41,1732.0,433.0
228,4.045196858229857,0.003869584643308496,1.5900700860538175,50.90246144503389,0.4659665751265459,7.32109461677563e-87,1732.0,434.0
119,1.3015278969772024,0.05350477972080847,0.008005354497173446,1.0226122641624047,0.13648478380116358,1.4609365694613075e-07,1744.0,437.0
565,1.6260755999588978,0.052255100261203856,0.05320600345417649,1.0666017058075203,0.14488636758099804,2.1407863598110685e-08,1731.0,433.0
250,0.5719647605351244,0.012113298310081427,-0.020524881472996772,1.2523787482568174,0.14935128584410307,6.769823100991736e-09,1731.0,433.0
1052,1.7633114551276483,0.06920010480071566,0.030021118214917597,0.8006653181162189,0.16793618555696188,3.617556385010318e-11,1732.0,434.0
262,1.3550083777702195,0.0034298131024146955,-0.22115294317292042,4.531877557759008,0.17983434428984735,1.0061410009827766e-12,1732.0,433.0
198,3.155434448621505,0.01129480950553727,0.30115342722985,6.912162659136274,0.36528439780121585,2.0426320679145637e-52,1735.0,434.0
131,1.5,0.00038714672861017707,-0.19340731791895338,15.261169640248895,0.3629393528828091,9.927820946229089e-52,1732.0,434.0
567,1.5,0.00012458730503717153,0.6101483317846541,76.5247857679732,0.18994180440081643,3.738896439487596e-14,1732.0,433.0
24,1.3905977416667405,0.061791982560626395,0.08290737474642086,0.9618107601549573,0.05283304684390189,0.17104119549369357,1732.0,434.0
74,2.3307108031614945,0.005833489139135966,0.4234259767947109,12.82200349608622,0.3132259881299878,2.4629296813659043e-38,1732.0,434.0
255,1.0905051139477444,0.052073987570893356,0.04642740099193662,0.8644134601790104,0.08551540176591471,0.0033325892576729966,1732.0,433.0
571,0.8862975197598134,0.03692779805725034,0.017915857436163134,0.47200866008573245,0.32400834390369904,4.699201754189354e-41,1732.0,434.0
268,0.8575251669309374,0.02254469744651443,-0.022297782682420216,1.11702218924279,0.1594734091782649,4.3632952395905093e-10,1732.0,433.0
111,1.5642767642664872,0.05829922299632804,0.053502009916268106,0.9333304356902223,0.11306578209071955,2.740096436357992e-05,1732.0,434.0
259,1.7766883663025226,0.059660083342570364,0.019431332057165553,0.8891274128081201,0.07649395106879353,0.011924299426266945,1732.0,433.0
57,1.1680272134957672,0.006337245690961175,-0.028335276343188227,1.722145976544743,0.3059523519231795,8.311534079360377e-37,1745.0,437.0
27,1.5,0.0001489258723535447,0.19571143229397028,20.60202203917758,0.41450288135743196,5.156208123429997e-68,1732.0,434.0
243,1.5,0.00017636684303357075,0.8083209560589386,30.62376884395784,0.3126266622036544,4.2313675612856486e-38,1732.0,433.0
258,1.0586204405590571,0.10009486609199722,0.7343649430066819,3.8768176552112856,0.42512000853954723,6.486042160035168e-17,400.0,100.0
91,1.199608316584572,0.058826677072587104,-0.0016568598870541611,0.7126202039091626,0.17326356116077224,6.0833927844138844e-12,1747.0,437.0
116,0.6916902407012532,0.00010992440024399834,-0.4341350282937758,6.325907331037534,0.16388706342164927,1.180806083743175e-10,1732.0,434.0
272,1.4157972046016865,0.058772899779810615,0.005762846687233765,0.7558466673844958,0.15786548342549178,6.827923749473449e-10,1732.0,433.0
1141,1.3268575437829446,0.06017910978902995,0.01622970325328449,0.8959080418882516,0.13953906148361883,7.213268451515421e-08,1744.0,436.0
125,1.1462467466394886,0.07265437952535274,0.03498642952187336,0.9492581946628109,0.08606601880094084,0.003068955292428313,1732.0,433.0
67,2.5463829999972973,0.005268102362335402,0.42398327905827005,16.42152056789569,0.2852735511499396,9.429031680778126e-32,1732.0,434.0
78,1.6073265367761052,0.04779464187847374,0.007530371188222593,0.6166811051789712,0.2236003431796164,1.1245360213986336e-19,1745.0,437.0
1095,1.1408786036824354,0.0028983651483323616,-0.15620849760405356,2.8933790605856182,0.2768511621241676,7.861856578790086e-30,1732.0,433.0
83,1.1124161567349713,0.029862982473838066,0.01978953505491684,1.0014493256264623,0.24244727735284288,4.791645490560942e-23,1744.0,436.0
103,1.091502238357465,0.028039821878595602,0.023028499828146615,1.0769618587518979,0.15747779777958826,7.231302789035784e-10,1732.0,434.0
48,1.4930237919825133,0.028185404600225724,0.0029741432366428406,0.30277717527289055,0.3208325349254265,3.759288674565348e-40,1732.0,433.0
181,1.0515686583865695,0.026499589340094866,-0.01795619450372078,1.0224068009077492,0.19527953013671995,6.096433574122492e-15,1732.0,433.0
21,1.060904258746577,0.013685534825869846,-0.006391636460683506,1.2468427264943784,0.2540654734220418,3.5020581037494245e-25,1732.0,434.0
225,0.7820599505844843,0.0016387889630708897,0.11376321432308975,2.6535931075676227,0.20142976800544748,6.515581387818916e-16,1733.0,434.0
232,1.2273934638358377,0.0707176812853353,0.01128795318443284,0.6485553188933716,0.19813577636809243,2.2611269144646304e-15,1732.0,433.0
30,0.9034082392451134,0.029960628330629697,0.0036580912402717305,1.0494012060225393,0.1631442743051329,1.462291342036292e-10,1732.0,434.0
143,2.7318742126613724,0.00526846667598962,-0.5901715811417916,12.715885356001435,0.5050732442015665,1.59736981700675e-103,1743.0,436.0
237,2.8577502225745173,0.003177537999023946,4.100975335827022,69.55961272400893,0.21635540057205438,2.14073975976951e-18,1742.0,436.0
20,1.3261476832229913,0.06761768305225271,0.01180477932379111,0.6335832833148243,0.1824473716678603,4.0885604355253494e-13,1732.0,434.0
9,1.090576001505299,0.03498548148944392,-0.04264518339581312,0.9185064766526162,0.17703895851143847,2.2725873231952266e-12,1732.0,434.0
192,1.1160098837821468,0.002488619425570232,0.10585332204758358,4.034302415128449,0.17355453081244454,7.089482228959463e-12,1732.0,433.0
144,2.3852583962989558,0.008606501592294898,0.12242728251143165,4.661105867149541,0.37492530591653783,3.633348644467402e-55,1732.0,433.0
247,1.4887184588218125,0.0016820536372511173,-0.3142252380560306,8.174752847671908,0.18918471656743052,4.815485823407376e-14,1732.0,433.0
55,1.0640417587193358,0.02274560079380708,0.007007344385715074,1.162477984114295,0.1659992545300656,6.394087159078881e-11,1732.0,434.0
564,1.3574349761368638,0.06100025305229305,0.051625821790800844,0.7723699957313678,0.1497473168963776,6.102151690701782e-09,1732.0,433.0
1046,1.6297339266464406,0.04211043830460034,0.022407528313980192,1.3796180054942022,0.11249911002977708,2.8398432285533526e-05,1746.0,437.0
72,0.7359489123501832,0.005354249500761083,0.04314231153251358,1.0151668082760015,0.2358430590067549,1.0181555922827504e-21,1732.0,434.0
241,1.1602463135223107,0.02425991619050705,-0.0855211983099039,1.1133753490473963,0.1604587897611114,3.308577530409215e-10,1732.0,433.0
562,1.4173198636888833,0.05653368251677385,0.04249850103445325,0.6560501150273659,0.15904787246229357,4.009486472776206e-10,1747.0,437.0
222,0.506713511627021,0.00910186557187726,-0.03556321342195344,0.9143770996260192,0.2997301926358522,5.407379848346257e-35,1732.0,433.0
566,1.3080493856493367,0.013817256693202025,0.041905604828652104,0.5456562014197752,0.13980349999178543,7.029087159415916e-08,1738.0,435.0
573,1.2430176050664412,0.05282062176684477,0.0809305707823698,1.1798885446985115,0.06286173554878938,0.06252646841717058,1732.0,433.0
209,1.2126193064239836,0.03141152628721601,0.04802310653496792,0.6601737894721615,0.371166266739548,4.889981335086854e-54,1729.0,433.0
1017,1.095401969031164,0.057004345900028515,0.024360702731857847,0.8538786265015289,0.11955174109083833,7.310572117469814e-06,1732.0,434.0
31,0.9361262495029818,0.0049095190235091445,0.035938569401397856,2.3415622769235407,0.19277884861798766,1.4351515835160753e-14,1732.0,433.0
586,1.1971169094046283,0.036831538699919265,0.020396370032643704,1.1160239806766752,0.1342866412536482,2.755046646070917e-07,1732.0,434.0
1015,1.043547541378156,0.030382792365268738,0.05126244518355168,1.0226289718968755,0.13750136622710674,1.280101939512024e-07,1732.0,434.0
229,1.5125570053107085,0.0684017388592884,0.00732883623746018,0.8197061485928699,0.1665123892339917,5.817897756672093e-11,1732.0,433.0
124,1.5006849030506366,0.00038028736625277067,0.482583442150565,29.167234762595278,0.22679477190491826,4.2360144421746045e-20,1732.0,434.0
1115,0.8984401283879266,0.012807834445433807,-0.09336031744273414,1.5466532978563883,0.1710834600344997,1.499013422350099e-11,1732.0,433.0
1025,1.4628452190848376,0.02497931502378491,0.040358532494077184,1.435383268117724,0.2521834002997263,8.216039950746742e-25,1732.0,434.0
919,1.0777266247086197,0.02714964829106009,-0.013393771971547458,1.097108510345068,0.185802737263156,1.3734546764641568e-13,1732.0,434.0
1048,0.9669470734939098,0.02165445710785137,-0.04115651234523212,1.2011790576368246,0.14222268941551686,4.183260703512543e-08,1732.0,433.0
1118,1.3521484730105628,0.030547754634162847,-0.038053642939134734,1.0014062230128848,0.13893479992257818,9.398892765477581e-08,1732.0,433.0
1162,1.5,0.0001621665461080668,0.3913701887538198,44.65618665960216,0.29025487563220553,8.409549960581946e-33,1732.0,433.0
1408,1.3700076148046902,0.0036047019748260225,0.011710877139748966,4.075051179350573,0.24435282647412115,2.9978121815004174e-23,1732.0,433.0
1138,0.9589695598740156,0.03055016060538014,0.028066086259251707,1.0600036064965943,0.16398086970622638,1.21316266947558e-10,1732.0,433.0
1506,1.2887356974691677,0.04561702854131661,0.07650715300959575,1.1072588435748694,0.155938072489596,1.105394008353395e-09,1732.0,434.0
1507,1.9083603489644272,0.0026320534334164122,-0.3476912166648439,14.840311668824633,0.260607778082083,2.259763339853874e-26,1728.0,432.0
1903,1.4397564525321136,0.019136055897615804,-0.04243701158694967,1.3869095146951118,0.20123055538019152,5.940273120232663e-16,1743.0,436.0
2576,1.6449573548342307,0.0034964346204324976,0.46977875521996193,8.421988416709839,0.15733462737139314,6.810661688348094e-10,1743.0,436.0
1370,1.5,0.00033512064343166337,0.21033676824727807,21.775798861110047,0.35383045648134703,3.254198530562203e-48,1703.0,426.0
2615,1.0453183178821452,0.028701695343767895,0.06505366837777686,1.4380195097627817,0.09238846381089533,0.07074121255131305,765.0,192.0
2611,1.5,0.00023315458148753798,-0.45887958994790373,47.255314595541,0.1467127520053857,0.0004723549127197094,761.0,191.0
2912,0.7074177559347765,0.013314333239124737,-0.044694087217449587,1.8109083288919985,0.21772673218156913,0.00038364640565209207,348.0,88.0
2901,0.6752671861720481,0.07093724777294207,0.011694498467235897,0.9535773255209827,0.15100249363261153,0.03233695910142964,350.0,88.0
2905,1.070710486235349,0.06250389200759876,0.01561430682413667,1.0313588390486816,0.10819161615227724,0.23668413850366443,348.0,88.0
2897,0.6268886888823673,0.02979011054736476,-0.05108169957918172,1.306972903122203,0.19863393246025352,0.0016137846416468538,348.0,88.0
