CDS_Id,Name,n,mean_z,std_z,skew_z,excess_kurtosis_z,KS_stat,KS_p,JB_stat,JB_p,exceed_abs_z_gt_2,exceed_abs_z_gt_3,c,chi,n_train,n_oot,KS_stat_diag,KS_p_diag
83,Edison,436,0.01978953505491684,1.0014493256264623,0.7028126858290423,3.281966122213145,0.23453866046981298,1.4078868288404453e-21,225.26207486992905,1.2160794538465352e-49,0.03669724770642202,0.011467889908256881,1.1124161567349713,0.029862982473838066,1744.0,436.0,0.24244727735284288,4.791645490560942e-23
84,Energias de Portugal,437,0.039333110791309245,1.0346003437742843,0.07279318164506232,1.0259540085485996,0.07106542508490443,0.023029794517680106,18.611810707458357,9.088593004641711e-05,0.05263157894736842,0.009153318077803204,1.3370830937451275,0.04913128978448152,1747.0,437.0,0.05674269558458034,0.1153795930997682
85,Electrolux,434,-0.029834865163578368,0.612195579792451,0.14783933707914215,-0.5216843298368721,0.19522644244996057,5.749494708694658e-15,6.639803575736594,0.036156382575084085,0.0,0.0,0.7543547783501133,0.10017603844689638,1732.0,434.0,0.16028906042483804,3.2957118561310424e-10
88,Endesa,434,0.01458412606924118,0.59859234893184,0.7277258503103958,2.672968672308645,0.20534106406474517,1.591974487449733e-16,162.97814015935586,4.071425843118047e-36,0.0069124423963133645,0.002304147465437788,1.4295223804040025,0.058214701117880546,1732.0,434.0,0.2090616483897152,4.0590464044744085e-17
90,ENEL,434,0.027241418277430582,0.8183432884525804,-0.13506291277042654,2.093796952282573,0.14195426105463416,4.294847720816432e-08,77.74808409238618,1.3098394005604925e-17,0.016129032258064516,0.0069124423963133645,1.3914825614644064,0.052507274491983516,1732.0,434.0,0.13251733897457257,4.1680679778104825e-07
91,EnBW,437,-0.0016568598870541611,0.7126202039091626,0.12054244822831228,0.6028548111775578,0.18232136309305613,3.482722691896914e-13,7.224591648223471,0.026989811822070792,0.011441647597254004,0.0,1.199608316584572,0.058826677072587104,1747.0,437.0,0.17326356116077224,6.0833927844138844e-12
92,ENI,434,0.030033174882065514,1.2843722106088484,0.19355474024677366,-0.2958809493695318,0.14848625746521515,8.117193601788065e-09,4.38744780682023,0.11150075649347739,0.0967741935483871,0.020737327188940093,1.0912321753653724,0.027433527398145856,1732.0,434.0,0.12267076691402123,3.771437257416068e-06
93,E.ON,434,0.023176165620491206,0.8549638931603457,0.04522476027895114,-0.9594045143731327,0.13824884792626724,1.0683128065753924e-07,16.888301339119142,0.0002151552559893878,0.0069124423963133645,0.0,0.8442843692524893,0.04856273900444457,1732.0,434.0,0.14906195967662705,6.983107688162224e-09
94,Ericsson,433,2.1547174518179864,48.98822647820547,0.833218911133389,3.9920531864772775,0.26199809910280725,1.0276003721760397e-26,328.7302002512705,4.1413696644068196e-72,0.5242494226327945,0.5103926096997691,1.5,0.00017917935853795086,1732.0,433.0,0.2495545271995066,3.0334556469925722e-24
97,Finmeccanica,434,0.018223884899655984,0.8581028144358742,-0.04719033254824855,-0.30367847751825083,0.09964829064230857,0.0003330528929668208,1.9427339376974748,0.37856519741590755,0.009216589861751152,0.002304147465437788,1.060334636302528,0.05193538061270325,1732.0,434.0,0.08304728251982357,0.004724836281055169
103,Fortum,434,0.023028499828146615,1.0769618587518979,0.11163596549446385,-0.2192402865704275,0.14746543778801846,1.0584316265567392e-08,1.8561371212328208,0.39531650335382745,0.04608294930875576,0.0069124423963133645,1.091502238357465,0.028039821878595602,1732.0,434.0,0.15747779777958826,7.231302789035784e-10
105,Orange,434,-0.00376803360413936,1.019590505609116,0.06192636259137249,-0.69504783155943,0.13344928006609919,3.353723196995052e-07,9.158073561192955,0.010264778770229032,0.016129032258064516,0.002304147465437788,1.0290906017239938,0.03366503553747256,1732.0,434.0,0.12782113127706984,1.2175224963041726e-06
106,Gallaher,434,0.47700065560704374,22.166760994491458,1.468402490343199,12.627385523407957,0.20049041508806648,9.101680070939488e-16,2966.224378534381,0.0,0.2764976958525346,0.20046082949308755,1.5,0.0003352329869259485,1732.0,434.0,0.3543477224263307,2.9496491340695132e-49
107,Gas Natural,436,0.03423468483403867,0.7975196763195137,-0.0022543771803316937,0.8690603592982478,0.13494928512218363,2.189776879169246e-07,12.98398297227667,0.0015155278480655646,0.011467889908256881,0.0045871559633027525,1.3395399717404795,0.05553526345693721,1744.0,436.0,0.11485017206964793,1.8202753219811307e-05
108,GDF Suez,437,0.0044007742352482,1.0479367647842677,0.08366970948101636,-0.4441286014777379,0.1491171249597708,6.019231968086004e-09,4.238968266387036,0.12009356481840266,0.034324942791762014,0.004576659038901602,1.0469735316729099,0.0315182202061894,1747.0,437.0,0.1527997009157871,2.2505889826241658e-09
111,Generali,434,0.053502009916268106,0.9333304356902223,0.3624079160203165,1.800313491384042,0.11198321697587055,3.3915489283785576e-05,65.8222888798969,5.09180281238609e-15,0.029953917050691243,0.009216589861751152,1.5642767642664872,0.05829922299632804,1732.0,434.0,0.11306578209071955,2.740096436357992e-05
112,GlaxoSmithKline,434,0.5078956222605185,40.54439789774975,0.8495496831410656,6.1671384788562165,0.27173848012301033,8.389104718003706e-29,720.8757901091452,2.9094514128555e-157,0.4861751152073733,0.4147465437788018,1.5,0.0002282583884958278,1732.0,434.0,0.2816349823040265,6.059633419984329e-31
116,Experian Finance,434,-0.4341350282937758,6.325907331037534,0.17157361469956225,0.09648024537048272,0.32976254614793055,1.51053882279443e-42,2.234953035822018,0.3271041955838202,0.4539170506912442,0.4009216589861751,0.6916902407012532,0.00010992440024399834,1732.0,434.0,0.16388706342164927,1.180806083743175e-10
119,Hannover Re,437,0.008005354497173446,1.0226122641624047,0.25834637510856306,0.34910485024878257,0.1327877825820185,3.519484634165671e-07,6.8278036174420045,0.03291253111676616,0.041189931350114416,0.004576659038901602,1.3015278969772024,0.05350477972080847,1744.0,437.0,0.13648478380116358,1.4609365694613075e-07
120,Hanson,433,0.16817857107756456,4.23799134761297,8.649524882619717,132.2602264320706,0.2756782047835523,1.4070566587675163e-29,313671.8695990708,0.0,0.13394919168591224,0.13163972286374134,2.054951030396078,0.006688625293276551,1731.0,433.0,0.3902439530614532,6.662356938221862e-60
124,Heineken,434,0.482583442150565,29.167234762595278,0.5258277858321627,2.796169234503389,0.2511240330130079,1.3238327041453266e-24,156.64331397473038,9.667998110729676e-35,0.5069124423963134,0.5,1.5006849030506366,0.00038028736625277067,1732.0,434.0,0.22679477190491826,4.2360144421746045e-20
125,OTE,433,0.03498642952187336,0.9492581946628109,0.18482236159395324,0.9505564736804777,0.08069854573764895,0.006700008957345479,17.911397548997524,0.0001289999199044202,0.04157043879907621,0.004618937644341801,1.1462467466394886,0.07265437952535274,1732.0,433.0,0.08606601880094084,0.003068955292428313
126,Henkel,434,0.19506680615499766,10.261401428817564,1.7414484434372182,21.480052268011445,0.25045210955906017,1.789601250761649e-24,8360.246650075016,0.0,0.2119815668202765,0.2119815668202765,2.0296206706931224,0.0036850582368354824,1732.0,434.0,0.3676461982636713,4.107007374430707e-53
127,Ladbrokes,437,0.007393136319873685,1.283916470127691,0.08098532646361967,-0.9310154155974697,0.1466332641300186,1.152719627315543e-08,16.361815895756173,0.0002799476468317355,0.06864988558352403,0.004576659038901602,0.898197346378855,0.024243557223045328,1747.0,437.0,0.09387502360355515,0.0008392890524462672
128,Holcim,434,0.01895584845908208,0.8064350905132921,0.2352437255534701,0.3844517719932523,0.15219349216506511,3.0480972573811094e-09,6.400848772173393,0.040744908736324345,0.018433179723502304,0.0,1.1081252265393915,0.06787903715917547,1732.0,434.0,0.14914498171743262,6.832857211665469e-09
129,Iberdrola,434,0.012875670887425692,0.7572011045053963,0.3311813260411406,2.0891135218713455,0.14870369999916644,7.669212485570554e-09,83.97263318217807,5.828736049821238e-19,0.020737327188940093,0.002304147465437788,1.4566638369026783,0.05904030679803182,1732.0,434.0,0.15292850947893255,2.502776979466159e-09
131,ICI,434,-0.19340731791895338,15.261169640248895,0.1388442315162823,8.215544172874306,0.27522017966277174,1.5127318059066847e-29,1190.0030933013802,3.92745814729072e-259,0.2626728110599078,0.15898617511520738,1.5,0.00038714672861017707,1732.0,434.0,0.3629393528828091,9.927820946229089e-52
134,Imperial Tobacco,434,0.023055249283735254,1.0144746564629048,0.09189413415419954,-0.18860296282110456,0.17268900375306667,8.689286232784435e-12,1.3316016653918867,0.5138618455172672,0.03225806451612903,0.002304147465437788,1.0450915326952626,0.025534127667442657,1732.0,434.0,0.17773242308175774,1.829323147168602e-12
