CDS_Id,Name,n,mean_z,std_z,skew_z,excess_kurtosis_z,KS_stat,KS_p,JB_stat,JB_p,exceed_abs_z_gt_2,exceed_abs_z_gt_3
48,Alliance Boots,2165,-9.229431774391288e-05,0.9991245712758687,-0.00028475003057572236,-0.002398012419045248,0.07182448036951505,3.7070885665418873e-10,0.0024334524861093026,0.9987840136682004,0.045265588914549654,0.002771362586605081
49,Bouygues,2166,-0.00022238013917624068,0.9942713049541121,-0.000717615984458065,0.0557724596589817,0.1378116343490305,2.406033523599314e-36,0.2525034262288161,0.881392960691615,0.04524469067405355,0.002770083102493075
52,BAE Systems,2166,-0.00016846658196520883,0.992899654764368,-0.0005210984076294708,0.07203425297616617,0.1479686057248385,7.370022142537355e-42,0.43101540856214543,0.8061320595662244,0.04524469067405355,0.002770083102493075
54,BT Group,2166,-0.00013756150426652984,0.9971332907518042,-0.00041468312324244506,0.021207120135247504,0.10918744228993538,6.058805510944681e-23,0.030581812530052318,0.984825406047304,0.04524469067405355,0.002770083102493075
55,BSkyB,2166,-0.0003832434694813033,0.9921444186645064,-0.0012371882293755949,0.0812498313651675,0.15281625115420133,1.2445653986433441e-44,0.5537740327733827,0.7581401496852543,0.046168051708217916,0.002770083102493075
57,Cadbury Schweppes,2182,-0.0005312148060889583,0.9913387154393858,-0.00174959803621862,0.09097709116351549,0.15765352887259398,7.765736856579567e-48,0.7054942879523654,0.7027548667147236,0.0462878093492209,0.002749770852428964
59,Carlton Communications,2166,-0.00020655438768182592,0.9980269142882106,-0.0006572093954096452,0.01049602480166989,0.09556786703601111,1.140524535255065e-17,0.005510810752065685,0.9972483872691357,0.04524469067405355,0.002770083102493075
60,Carrefour,2166,-0.00019638217122181677,0.9972750317756116,-0.0006005218674365344,0.019477427717364826,0.10710987996306559,4.293136023542272e-22,0.025190497001621317,0.9874837396685979,0.04524469067405355,0.002770083102493075
61,Casino,2166,-2.1666231649921215e-05,0.9985949996424964,-4.68529736379919e-05,0.00395549216693869,0.08564173591874424,2.8585447307547534e-14,0.00012593682183058267,0.9999370335715535,0.04524469067405355,0.002770083102493075
67,Compass Group,2166,-0.000374156363768067,0.9922578517418484,-0.0012217674419985987,0.08002362287206877,0.15212373037857807,3.1380871487786846e-44,0.5366066423422566,0.7646758035625228,0.04524469067405355,0.002770083102493075
68,Continental,2166,-2.4056487593767003e-05,0.9993432810889586,-6.69011861663565e-05,-0.004927941092519372,0.0650969529085873,2.0089145850634798e-08,0.005332232327607561,0.997337434767463,0.04524469067405355,0.002770083102493075
70,Daimler,2166,-4.1034826300649086e-05,0.9989207090972859,-0.00012621988801858063,0.0001499161498541568,0.0780240073868883,6.467962777471206e-12,0.0006248934293990164,0.9996876020916919,0.04524469067405355,0.002770083102493075
71,Danone,2163,-0.0003301780472960069,0.9926383992546818,-0.0009722411455646632,0.07486552794220636,0.14956079519186316,1.0604777205459092e-42,0.46650981367820155,0.791951673894696,0.045307443365695796,0.002311604253351826
72,Degussa,2166,-0.0005879627857073317,0.9863429750343264,-0.002018968123269188,0.1520806826952894,0.18305632502308405,5.398019562700561e-64,2.004062094030503,0.3671330189963362,0.045706371191135735,0.002770083102493075
73,Deutsche Bahn,2166,-0.0018872508635253556,0.9624766298170915,-0.0077878271655894594,0.45656803467848794,0.2518467220683287,1.475906470062787e-121,18.521211190431384,9.509771698046141e-05,0.045706371191135735,0.002770083102493075
74,Deutsche Post,2166,-0.0007648515659718002,0.9864658279997527,-0.002617789772590814,0.15038607562534168,0.1823638042474608,1.6434213519219626e-63,1.959862449322072,0.37533691188707996,0.04524469067405355,0.002770083102493075
75,Deutsche Telekom,2166,-0.00025583026877644215,0.9963116522812281,-0.0010357534110577403,0.02980356659639538,0.11842105263157898,6.3546388016268486e-27,0.06601343154204246,0.9675320618434303,0.04524469067405355,0.002770083102493075
76,Diageo,2166,-0.0004290164936346374,0.993315128860244,-0.001379121915490769,0.06700763959480138,0.14473684210526316,4.625531120533661e-40,0.3713236073476344,0.8305544379488352,0.04524469067405355,0.002770083102493075
78,DSG International,2182,-8.318707543748338e-06,0.999732145083284,-2.4614555304276884e-05,-0.009438714199342169,0.045371219065077906,0.00024266757818720378,0.013456076168000132,0.9932945444903737,0.045829514207149404,0.002749770852428964
80,DSM,2184,-0.00043242895650208365,0.9928966810287372,-0.0015047116044598578,0.07175502699325698,0.1476648351648352,4.961165984197911e-42,0.4321279948073278,0.8056837385560963,0.04532967032967033,0.0022893772893772895
81,EADS,2166,-3.417419579524677e-05,0.9950851606420759,-0.0001089013154170411,0.04610491578404918,0.13111726685133895,6.274655185674953e-33,0.1686645019866824,0.9191258248896985,0.04524469067405355,0.002770083102493075
82,EDF,2184,-0.00013005157177071804,0.9963811631627909,-0.0004949108112449575,0.029992565712547936,0.11813186813186816,5.173757568564714e-27,0.0673053623960806,0.9669072714001853,0.045787545787545784,0.0022893772893772895
83,Edison,2180,-0.0002746799088860621,0.9956602666304057,-0.0008704397004254378,0.03907506788654924,0.12545871559633026,2.2835130348085533e-30,0.11953334737473675,0.9419842976676117,0.045871559633027525,0.0027522935779816515
84,Energias de Portugal,2184,-7.584897659470605e-06,0.9996501481467909,-7.806464241122869e-06,-0.008533935574869922,0.050824175824175866,2.4202256350447105e-05,0.011538526036446273,0.9942473472213652,0.04624542124542125,0.0027472527472527475
85,Electrolux,2166,-0.00028942718578108657,0.9916141039127531,-0.0009585871388667056,0.08789696056628982,0.1562788550323177,1.1450770504009322e-46,0.6512432360644413,0.7220783571768832,0.045706371191135735,0.002770083102493075
88,Endesa,2166,-0.00017151934263555165,0.9961204315835541,-0.0005097160166894801,0.03344631888194227,0.120960295475531,4.482459310253102e-28,0.08460212019434513,0.9585811465934365,0.04524469067405355,0.002770083102493075
90,ENEL,2166,-2.7026729399496753e-05,0.9992257919216002,-8.431683619900783e-05,-0.0034772911321203637,0.06925207756232687,1.7762287080433982e-09,0.0035145125025509466,0.9982442868195016,0.04524469067405355,0.002770083102493075
91,EnBW,2184,-0.00010560526305114707,0.994630746914445,-0.0002814153419369788,0.05088991850210789,0.13484432234432242,4.28020483622981e-35,0.20993302188516985,0.900354674110765,0.045787545787545784,0.0022893772893772895
92,ENI,2166,-0.00018476910913297278,0.994306476063029,-0.0005931063623276076,0.05542053288907933,0.1375807940904894,3.176742353646351e-36,0.2491047014123605,0.8828920401347597,0.04478301015697138,0.002770083102493075
93,E.ON,2166,-0.00017950646429831766,0.9952010085541676,-0.0005638911092761993,0.044644513514112916,0.12996306555863346,2.3396566651554917e-32,0.15759726501556962,0.9242260147830226,0.04524469067405355,0.002770083102493075
94,Ericsson,2165,-0.000461047029385563,0.9875210777933771,-0.0015275442538652854,0.13749532689565447,0.1778290993071594,2.306162805616294e-60,1.630498155133464,0.44252908956420334,0.045727482678983834,0.002771362586605081
97,Finmeccanica,2166,-6.252100905204592e-05,0.9989741849782744,-0.00019217514467650715,-0.0006183080259978269,0.0764081255771007,1.9139159479401982e-11,0.0010478379922284362,0.9994762182254776,0.04524469067405355,0.002770083102493075
103,Fortum,2166,-0.0003226206865480098,0.9940454991387137,-0.0010164923743101026,0.05832001704615619,0.1394275161588181,3.3945243740175072e-37,0.27753093078406116,0.8704321509837126,0.04524469067405355,0.002770083102493075
105,Orange,2166,-0.00011978045149082209,0.9961903457559838,-0.0005976239114410549,0.031401623083155084,0.1200369344413666,1.1834020461408344e-27,0.07374524279304699,0.9637988948876812,0.046168051708217916,0.002770083102493075
106,Gallaher,2166,-0.0006523422832837638,0.9864889110647006,-0.0022284476995858495,0.15022890788423116,0.1823638042474608,1.6434213519219626e-63,1.9550162193398528,0.37624749916829453,0.04524469067405355,0.002770083102493075
107,Gas Natural,2180,-1.0596292859808703e-05,0.9989528668933152,-3.092267784385628e-05,-0.0001409202063311632,0.07729357798165137,8.958293718030081e-12,0.0007598514377206192,0.9996201464437765,0.0463302752293578,0.0027522935779816515
108,GDF Suez,2184,-0.00011407837207130026,0.9952481019560616,-0.0003581304356203402,0.04408768153510989,0.12957875457875456,1.9716141289067698e-32,0.15481987879161627,0.925510372666731,0.045787545787545784,0.0027472527472527475
111,Generali,2166,-1.8616772032726684e-05,0.9994279657968917,-5.777413297867907e-05,-0.005898180610933945,0.06186518928901208,1.1944130442509345e-07,0.0067592104059571965,0.996626099234627,0.04524469067405355,0.002770083102493075
112,GlaxoSmithKline,2166,-0.00047081185970025826,0.9877131847145495,-0.0018580631008637098,0.1339956730820635,0.17682363804247458,1.0374040585247598e-59,1.5480806597475734,0.46114611686893603,0.04524469067405355,0.002770083102493075
116,Experian Finance,2166,-0.0005234501636930939,0.9898455928198947,-0.0017474327391947461,0.10924279033156825,0.1662049861495845,9.185609361232094e-53,1.0194012342204728,0.6006753838278707,0.04524469067405355,0.002770083102493075
119,Hannover Re,2181,-5.241250141634059e-05,0.9984990332070841,-0.00014545726822291563,0.005182493289536794,0.08757450710683179,5.291564464137646e-15,0.0005402541503530757,0.9997299094058569,0.04585052728106373,0.002751031636863824
120,Hanson,2164,-0.0001579122406819983,0.9985672219808347,-0.0004871036721146477,0.004139546505906644,0.08548983364140483,3.295852386409735e-14,0.0002518921032921586,0.9998740618792249,0.045748613678373386,0.0027726432532347504
124,Heineken,2166,-0.0007098880605239757,0.985113607476537,-0.002418981096056175,0.1669347764870186,0.18813481071098803,1.3449477683451297e-67,2.4229910437456574,0.29775165218178734,0.04524469067405355,0.002770083102493075
125,OTE,2165,1.5406573704647632e-06,0.9994777843208487,4.52908427392508e-06,-0.0064764564903319055,0.05981524249422637,3.555255919199327e-07,0.007687768357722619,0.9961634940871681,0.045727482678983834,0.002771362586605081
126,Henkel,2166,-0.0003856660316267739,0.9901686425274262,-0.001278880321173804,0.1054616508356756,0.1645891043397969,9.585559258098741e-52,0.9478456142698224,0.6225553075407777,0.04524469067405355,0.002770083102493075
127,Ladbrokes,2184,2.537578774293849e-05,0.9990378912321853,8.573462455926748e-05,-0.0012411861945178515,0.07486263736263737,4.320732311831779e-11,0.0014472950911594185,0.9992766142241586,0.045787545787545784,0.0027472527472527475
128,Holcim,2166,-0.00015141042373452963,0.9973354857750221,-0.0007090465237050091,0.017747820465662922,0.10618651892890119,1.0125826228584723e-21,0.020320169137857794,0.9898913547336751,0.04524469067405355,0.002770083102493075
129,Iberdrola,2166,-5.5198843056650826e-05,0.9987693413790841,-0.00016956060737491674,0.0019653554229175363,0.08171745152354576,4.973293210773724e-13,6.928320245628766e-05,0.9999653589987852,0.04524469067405355,0.002770083102493075
131,ICI,2166,-0.0010393987933300646,0.9784714077904986,-0.003810852240010784,0.24968073055155005,0.21168051708217916,1.2197286996615156e-85,5.481731081917255,0.06451448279304065,0.04524469067405355,0.002770083102493075
134,Imperial Tobacco,2166,-0.0005812144776526604,0.9892202941287198,-0.0019463023665068067,0.11679390196190376,0.16943674976915973,7.861087095043488e-55,1.169232294282562,0.557319749537921,0.045706371191135735,0.002770083102493075
135,ING Bank,2180,-6.242563003925635e-05,0.9979931784433252,-0.00024769536734049557,0.011028957985690369,0.09678899082568815,3.1542061955362113e-18,0.006208572214162465,0.9969005272071131,0.045871559633027525,0.0027522935779816515
141,Investor,2166,-0.0012617274080592479,0.9621556474530943,-0.005172776694427484,0.46185821033913177,0.2527700831024931,1.8455152201776172e-122,18.942826249528988,7.702248815688809e-05,0.04524469067405355,0.002770083102493075
143,ISS International,2179,-0.0001224679649291439,0.9904593092816733,-0.0004076132121287303,0.10219159615887685,0.16314823313446536,3.791944709904778e-51,0.8935977324477502,0.6396725550932463,0.04589261128958238,0.0027535566773749425
144,Kelda Group,2165,-0.00329677141248441,0.930938776588446,-0.01668257197072189,0.9009540742420596,0.30254041570438805,2.647050920268667e-176,72.53788875948688,1.7725463137916518e-16,0.045265588914549654,0.002771362586605081
145,Kingfisher,2183,-0.00013664045395594,0.9977049410233939,-0.0004162820485364567,0.014657625432627608,0.10123683005038941,6.249935302873563e-20,0.012893444841937572,0.9935740131113495,0.04626660558863949,0.002748511223087494
147,KPN,2165,-4.193783178929938e-05,0.9971596187078909,-0.000100145141043312,0.02099803331728589,0.10900692840646653,7.366782515509246e-23,0.029816904801134053,0.9852021283645254,0.045265588914549654,0.002771362586605081
148,Lafarge,2165,-1.1201613841966013e-05,0.999204825118888,-3.8080445162638856e-05,-0.003230729133497423,0.0699769053117783,1.1568935363351699e-09,0.0032408341528796323,0.9983808950904628,0.045265588914549654,0.002771362586605081
153,Linde,2165,-0.0004281292469859206,0.9931804657988128,-0.0014044601209651916,0.06867589992015599,0.14572748267898383,1.370702317635895e-40,0.3906551677799783,0.8225651548227834,0.045265588914549654,0.002771362586605081
154,Lloyds TSB Group,2164,-3.366455940156676e-06,0.9993452918989033,-1.0091342680899314e-05,-0.004902845487665619,0.06515711645101663,1.974950877058367e-08,0.005294608938476215,0.9973561965511346,0.04528650646950092,0.0027726432532347504
156,Lufthansa,2165,-1.531007411989805e-05,0.9979337712176727,-5.004659243534294e-05,0.011961686682678607,0.0979214780600462,1.6013654973509828e-18,0.007576492632021074,0.9962189200369055,0.045727482678983834,0.002771362586605081
157,LVMH,2165,-0.00044044267591616574,0.9927679293752537,-0.001333072741797875,0.0731403659435168,0.14849884526558893,3.8717214611279516e-42,0.4452093195605013,0.8004312294096704,0.045727482678983834,0.002771362586605081
159,Marks & Spencer,2165,-4.3046309199866924e-05,0.9991772274473983,-0.00013210298847704684,-0.0029542946226355227,0.07066974595842956,7.576353069130567e-10,0.002955242343100923,0.9985234699731138,0.04480369515011547,0.002771362586605081
162,Metro,2165,-8.154735282085094e-05,0.9987103606263077,-0.0002477590064818875,0.002590706584717939,0.08290993071593533,2.1471230085157794e-13,2.521816274063008e-05,0.9999873909981238,0.045265588914549654,0.002771362586605081
164,Michelin,2165,-2.9162803619839574e-05,0.9982608249112686,-0.0001328946369465382,0.007805344235834788,0.09214780600461897,1.8965538097664658e-16,0.0022771568668082066,0.998862069501089,0.045265588914549654,0.002771362586605081
165,O2,2165,-0.001735568230820592,0.9684331452076267,-0.006516645326479725,0.37652147345089926,0.23856812933025406,6.572027291737304e-109,12.557983857168287,0.0018752900680141615,0.045265588914549654,0.0023094688221709007
169,Munich Re,2169,-6.746452473365253e-05,0.998665201343863,-0.0001927752111350593,0.0030230258202976756,0.08390963577685573,9.829042866161715e-14,1.9113143097552316e-05,0.9999904434741151,0.045182111572153065,0.0027662517289073307
171,National Grid Elec,2166,-0.00022772136777654095,0.9953435152642895,-0.0007214142358262294,0.04288361859604617,0.12857802400738694,1.1175282492707194e-31,0.14470233134223026,0.9302041826732614,0.04524469067405355,0.002770083102493075
172,Nestle,2165,-0.0003413723862043328,0.9921076478594827,-0.0011314713266279,0.08181668079201287,0.15311778290993072,8.710144146827171e-45,0.5614261034856227,0.7552450206324286,0.045265588914549654,0.002771362586605081
173,Nokia,2165,-1.9176656051602818e-05,0.9973104275790143,-0.00015483625518091535,0.018907339479114604,0.1069284064665127,5.20269775023657e-22,0.02337300864977563,0.9883815176293035,0.045265588914549654,0.002771362586605081
179,Pearson,2165,-0.00032119695701000905,0.9929935098530233,-0.0009318855575542477,0.0704909264106468,0.14711316397228646,2.3234929340339727e-41,0.4120331228966214,0.8138195981401034,0.045265588914549654,0.0023094688221709007
181,Pernod Ricard,2165,-0.0001987346162003599,0.9956832168319152,-0.0006301326380416846,0.03883992589931351,0.12540415704387997,3.893433074653049e-30,0.11692451860924634,0.9432138372740447,0.045265588914549654,0.002771362586605081
183,Peugeot SA,2165,-1.574376665198112e-06,0.9998575278798056,-1.0404909630268856e-05,-0.011054790803329162,0.03210161662817551,0.022574178172833314,0.017177719898218684,0.9914479189369482,0.045265588914549654,0.002771362586605081
185,Philips,2165,-0.0007894580064463187,0.983174236565426,-0.0025537741919144895,0.18978247630464296,0.19561200923787536,4.690446121091154e-73,3.14250202066572,0.20778507841447247,0.045265588914549654,0.002771362586605081
