CDS_Id,n,mean,std,min,p01,p05,p95,p99,max,skew,excess_kurtosis,Name
127.0,2184.0,0.0007631256272685364,0.032652487417526,-0.2016843971631206,-0.08562461915686491,-0.04611380501307189,0.05263157894736836,0.09499275562468815,0.26071267478574667,0.580091907287418,7.163183496386843,Ladbrokes
128.0,2166.0,0.0010300140860944568,0.0391240619990227,-0.20437093916125237,-0.09155493654446487,-0.05661443718151582,0.06886895684670746,0.13715742687337953,0.2142857142857142,0.8319845685933239,4.587063823532013,Holcim
129.0,2166.0,0.0011585672945570334,0.04422079629969093,-0.3468910705937355,-0.11513538877094576,-0.0625,0.07203930532568142,0.13925627971009344,0.23809523809523814,0.47841967778163413,5.925933967469227,Iberdrola
131.0,2166.0,0.001005075442075342,0.04852447054347434,-0.5783132530120482,-0.09999999999999998,-0.040000000000000036,0.04166666666666674,0.134177978883861,1.5151515151515151,13.627017578793794,451.96500511764526,ICI
134.0,2166.0,0.0004294433340790828,0.02921698431979965,-0.1652754590984975,-0.07347710707934425,-0.03941437198067632,0.046162874684001376,0.08716146977016535,0.5416666666666667,3.464646313701803,58.55677092899744,Imperial Tobacco
135.0,2180.0,0.0013718960895946909,0.04569471486747369,-0.2977635782747603,-0.12154704944178629,-0.06329450024222393,0.0714285714285714,0.14795867990886213,0.3565217391304347,0.6476561499872291,7.379047450661183,ING Bank
141.0,2166.0,0.0007147761514290479,0.03252544519136828,-0.2615384615384615,-0.09368553459119498,-0.03218608327836581,0.03911237530269157,0.09240247152474962,0.6883116883116882,5.456823667513933,118.85071896079067,Investor
143.0,2179.0,-8.000039438582976e-05,0.031325481802692345,-0.5246135610440503,-0.09109051587604998,-0.04064185157388097,0.042214385510622975,0.09068363215731598,0.20573810691515448,-1.9529539565303777,45.050663731118384,ISS International
144.0,2165.0,0.0005405816578303171,0.03940071850514569,-0.3548387096774194,-0.09705743509047994,-0.033715377268385915,0.02668191682227386,0.11954095275824608,0.7647058823529411,6.774872797808242,138.61816093283386,Kelda Group
145.0,2183.0,0.0001915410454580285,0.03353270220233736,-0.2797992471769135,-0.08480827561894545,-0.05114939291173278,0.05723781468809613,0.10313806442348251,0.22052067381316998,0.3152312218978162,6.417613504193763,Kingfisher
147.0,2165.0,0.0007374701222714006,0.03618207870976178,-0.2652608213096559,-0.09999999999999998,-0.04548009068557004,0.052517502851902154,0.10526315789473695,0.5473684210526315,1.735212120755994,30.933348825729865,KPN
148.0,2165.0,0.0006105017795635184,0.03864448590653652,-0.2751201169834969,-0.10400071664540035,-0.054618151527772586,0.06459206889545575,0.10849230669077409,0.2142857142857142,0.18219153622447248,4.882845319728765,Lafarge
153.0,2165.0,0.0006352991233441565,0.036738004758852146,-0.21999999999999997,-0.10052173913043477,-0.0526131440685778,0.05332502822250651,0.11832200609327417,0.41176470588235303,1.2212525318529173,15.428596411681163,Linde
154.0,2164.0,0.0022257821908081114,0.0594697107010091,-0.5752401280683032,-0.13048585858585857,-0.06655677655677654,0.07564683319195029,0.15632467532467526,1.3291457286432165,5.3104237180975185,123.46735105352938,Lloyds TSB Group
